TicketNo,First Name,Last Name,HomePlanet,Cabin,Destination,BodyState,Age,VIP,RoomService,FoodCourt,Mall,Spa,VR Deck,Transported
0152-1,Andan,Estron,Earth,Gamma-0033-L,,Normal,43,NO,0,0,0,0,6009.3,FALSE
0153-1,Wandy,Meleon,Earth,Gamma-0033-R,Kepler 186f,Normal,21,NO,316.8,0,5157.9,0,2207.7,*System Error*
0154-1,Dorah,Brenney,Earth,Kappa-0022-L,Kepler 452b,Cryostasis,41,NO,0,0,0,0,0,*System Error*
0155-1,Ritars,Harta,55-Cancri e,Gamma-0034-L,Kepler 186f,Normal,39,NO,19.8,257.4,1465.2,12008.7,0,*System Error*
0156-1,Tures,Upead,55-Cancri e,Gamma-0035-L,Kepler 186f,,2,NO,0,0,0,0,0,*System Error*
0157-1,Dabit,Fulazy,Trapist 1e,Beta-0002-L,Kepler 186f,Normal,37,NO,0,4583.7,0,14869.8,5791.5,*System Error*
0158-1,Dawne,Jacobbinson,Earth,Zeta-0010-R,Kepler 442b,Normal,27,NO,8236.8,0,0,207.9,1346.4,*System Error*
0158-2,Nelle,Jacobbinson,Earth,Gamma-0034-R,Kepler 186f,Normal,32,NO,0,0,6979.5,0,0,*System Error*
0159-1,Vanie,Irwines,Earth,Gamma-0035-R,Kepler 186f,Normal,39,NO,0,29.7,0,7484.4,0,*System Error*
0160-1,Gory,Atkinney,Earth,Kappa-0023-L,Kepler 186f,Normal,24,NO,40778.1,0,0,0,603.9,FALSE
0161-1,Adam,Donson,Earth,Gamma-0036-L,Kepler 442b,Normal,29,NO,0,108.9,0,0,11602.8,*System Error*
0162-1,Lix,Ble,55-Cancri e,Gamma-0037-L,Kepler 442b,Cryostasis,32,NO,0,0,0,0,0,*System Error*
0163-1,Kabiton,Hetforhaft,Trapist 1e,Delta-0009-L,Kepler 186f,Cryostasis,28,NO,0,0,0,0,0,TRUE
0163-2,Scharab,Hetforhaft,Trapist 1e,Delta-0009-L,Kepler 186f,Cryostasis,18,NO,0,0,0,0,0,TRUE
0164-1,Fany,Hutchinton,Earth,Kappa-0029-R,Kepler 186f,Normal,58,NO,495,16711.2,0,0,1336.5,TRUE
0164-2,Ianya,Hutchinton,Earth,Kappa-0029-R,Kepler 452b,Cryostasis,18,NO,0,0,0,0,0,FALSE
0165-1,Graven,Anche,55-Cancri e,Gamma-0038-L,Kepler 186f,Cryostasis,36,,0,0,0,0,0,TRUE
0166-1,Essara,Rocholton,Earth,Kappa-0030-R,Kepler 186f,Normal,24,NO,0,7642.8,0,0,0,*System Error*
0167-1,Miten,Floaf,55-Cancri e,Gamma-0036-R,Kepler 186f,Cryostasis,14,NO,0,0,0,0,0,TRUE
0167-2,Rios,Floaf,55-Cancri e,Gamma-0036-R,Kepler 186f,Normal,29,NO,13513.5,0,475.2,217.8,1356.3,FALSE
0168-1,Saxinon,Oradly,Trapist 1e,Epsilon-0008-R,Kepler 186f,Cryostasis,31,NO,0,0,0,0,0,*System Error*
0169-1,Wandy,Fisherry,Earth,Kappa-0024-L,Kepler 186f,Cryostasis,32,NO,0,0,0,0,0,FALSE
0170-1,Mollie,Mcmahoney,Earth,Zeta-0011-R,Kepler 186f,Normal,25,NO,0,0,0,2187.9,5613.3,FALSE
0171-1,Coracy,Gordanieves,Earth,Kappa-0031-R,Kepler 452b,Cryostasis,20,NO,0,0,0,0,0,TRUE
0172-1,Hanna,Johnshines,Earth,Kappa-0025-L,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
0173-1,Hilip,Grifford,Earth,Zeta-0012-R,Kepler 186f,,60,NO,0,9751.5,0,49.5,0,TRUE
0174-1,Doryn,Lambles,Earth,Gamma-0039-L,Kepler 442b,Normal,22,NO,2841.3,0,158.4,1138.5,1732.5,FALSE
0175-1,Celis,Benney,Earth,Kappa-0026-L,Kepler 186f,Cryostasis,,NO,0,0,0,0,0,*System Error*
0175-2,Elody,Benney,Earth,Kappa-0026-L,Kepler 442b,,9,NO,0,0,0,0,0,*System Error*
0175-3,Leence,Benney,Earth,Kappa-0026-L,Kepler 186f,Cryostasis,4,NO,0,0,0,0,0,*System Error*
0175-4,Eulah,Benney,Earth,Kappa-0026-L,Kepler 186f,Cryostasis,28,NO,0,0,0,0,0,*System Error*
0175-5,Robyny,Benney,Earth,Kappa-0026-L,Kepler 186f,Normal,10,NO,0,0,0,0,0,*System Error*
0176-1,Sanya,Stannondez,Earth,Gamma-0040-L,Kepler 452b,Normal,30,NO,3583.8,148.5,0,0,4455,*System Error*
0177-1,Toperon,Iniouser,Trapist 1e,Delta-0003-R,Kepler 186f,Normal,40,NO,0,102425.4,9.9,148203,20898.9,FALSE
0178-1,Wees,Knik,55-Cancri e,Alfa-0007-R,Kepler 186f,Normal,39,NO,33798.6,0,1593.9,277.2,1178.1,FALSE
0179-1,Elaney,Webstephrey,Earth,Kappa-0027-L,Kepler 186f,Normal,21,NO,9.9,2168.1,6662.7,19.8,108.9,TRUE
0179-2,Raque,Webstephrey,Earth,Kappa-0027-L,Kepler 186f,Normal,,NO,0,0,0,0,0,FALSE
0179-3,Sallyl,Webstephrey,Earth,Kappa-0027-L,Kepler 186f,Normal,4,NO,0,0,0,0,0,TRUE
0180-1,Ronia,Kellynn,Earth,Gamma-0041-L,Kepler 186f,Normal,19,NO,7484.4,1148.4,0,9.9,574.2,*System Error*
0181-1,Nancis,Brighttt,Earth,Kappa-0028-L,Kepler 186f,Normal,22,NO,0,0,29.7,2960.1,910.8,FALSE
0182-1,Ksorab,Disight,Trapist 1e,Epsilon-0004-L,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,TRUE
0183-1,Stany,Weaves,Earth,Gamma-0037-R,Kepler 186f,Normal,39,NO,168.3,1445.4,4217.4,0,2296.8,TRUE
0184-1,Panter,Gerry,55-Cancri e,Zeta-0008-L,Kepler 186f,Normal,23,NO,1950.3,0,11632.5,0,0,*System Error*
0185-1,Alls,Cooki,55-Cancri e,Gamma-0038-R,Kepler 186f,Normal,25,NO,59.4,108.9,13899.6,0,0,*System Error*
0186-1,Camiet,Shephendry,Earth,Kappa-0029-L,Kepler 186f,Normal,26,NO,613.8,0,0,0,9464.4,FALSE
0187-1,Ranuts,Kidne,55-Cancri e,Gamma-0039-R,Kepler 442b,Cryostasis,26,NO,0,0,0,0,0,*System Error*
0188-1,Branda,Romez,Earth,Kappa-0032-R,Kepler 186f,Cryostasis,57,NO,0,0,0,0,0,TRUE
0189-1,Helly,Booters,Earth,Zeta-0009-L,Kepler 442b,Normal,51,NO,831.6,29.7,3969.9,1999.8,970.2,FALSE
0190-1,,,Earth,Kappa-0033-R,Kepler 442b,Cryostasis,12,NO,0,0,0,0,0,FALSE
0191-1,Vanez,Currisones,Earth,Gamma-0040-R,Kepler 186f,Normal,37,NO,2583.9,0,2039.4,4603.5,0,*System Error*
0192-1,Tance,Adavisons,Earth,Kappa-0030-L,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,TRUE
0192-2,Robyny,Adavisons,Earth,Kappa-0030-L,Kepler 186f,Normal,10,NO,0,0,0,0,0,FALSE
0192-3,Lilace,Adavisons,Earth,Kappa-0030-L,Kepler 186f,Normal,41,NO,0,0,99,8890.2,0,FALSE
0193-1,Sps,Raf,55-Cancri e,Gamma-0042-L,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,TRUE
0193-2,Frook,Raf,55-Cancri e,Gamma-0042-L,Kepler 186f,Normal,25,NO,0,0,79.2,10612.8,0,FALSE
0193-3,Goles,Raf,55-Cancri e,Gamma-0042-L,Kepler 186f,Normal,,NO,0,0,0,0,0,TRUE
0194-1,Ruchbia,Extraly,Trapist 1e,Epsilon-0005-L,Kepler 186f,Cryostasis,15,NO,0,0,0,0,0,*System Error*
0194-2,Algrafi,Extraly,Trapist 1e,Epsilon-0005-L,Kepler 442b,Cryostasis,26,NO,0,0,0,0,0,*System Error*
0194-3,Polar,Extraly,Trapist 1e,Epsilon-0005-L,Kepler 442b,Normal,27,VIP,0,2722.5,0,45262.8,1613.7,*System Error*
0195-1,Bar,Floaf,55-Cancri e,Gamma-0043-L,Kepler 186f,Normal,40,NO,4019.4,0,8583.3,0,0,TRUE
0196-1,Caper,Emead,55-Cancri e,Alfa-0006-L,Kepler 452b,Normal,27,NO,10414.8,0,7118.1,0,69.3,FALSE
0197-1,Astrak,Dissper,Trapist 1e,Epsilon-0006-L,Kepler 186f,Normal,38,NO,0,9622.8,0,7870.5,5692.5,FALSE
0198-1,Jeroy,Cookson,Earth,Kappa-0031-L,Kepler 452b,,53,NO,0,0,0,0,0,TRUE
0199-1,Regana,Morrows,Earth,Kappa-0034-R,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,FALSE
0200-1,Elia,Colomonson,Earth,Kappa-0032-L,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,TRUE
0201-1,Kaffias,Bacistion,Trapist 1e,Delta-0004-R,Kepler 186f,Cryostasis,37,NO,0,0,0,0,0,TRUE
0201-2,Edaruma,Bacistion,Trapist 1e,Delta-0004-R,Kepler 186f,Cryostasis,49,NO,0,0,0,0,0,TRUE
0202-1,Pomera,Embleng,Trapist 1e,Delta-0010-L,Kepler 442b,Cryostasis,47,NO,0,0,0,0,0,TRUE
0202-2,Vegas,Embleng,Trapist 1e,Beta-0003-L,Kepler 442b,Normal,2,NO,0,24086.7,0,8692.2,4385.7,TRUE
0203-1,Ancham,Heateele,Trapist 1e,Epsilon-0009-R,Kepler 186f,Cryostasis,53,NO,0,0,0,0,0,TRUE
0204-1,Gracy,Goldendrice,Earth,Gamma-0044-L,Kepler 452b,Normal,31,NO,16523.1,19.8,2395.8,1534.5,0,*System Error*
0205-1,Carma,Oneiles,Earth,Kappa-0035-R,Kepler 186f,Normal,30,NO,0,19.8,653.4,0,6979.5,FALSE
0206-1,Nuson,Brugashed,Trapist 1e,Epsilon-0010-R,Kepler 442b,Normal,1,NO,19.8,17028,118.8,11137.5,1207.8,TRUE
0207-1,Thony,Mcfaddennon,Earth,Kappa-0033-L,Kepler 452b,Cryostasis,21,NO,0,0,0,0,0,FALSE
0208-1,Mael,Vales,Earth,Kappa-0034-L,Kepler 186f,,42,NO,435.6,0,5593.5,0,178.2,*System Error*
0209-1,Grasath,Clindy,Trapist 1e,Delta-0011-L,Kepler 186f,Normal,38,,326.7,0,0,126393.3,11810.7,*System Error*
0210-1,Arraid,Inicont,,Alfa-0007-L,Kepler 442b,Cryostasis,26,NO,0,0,0,0,0,TRUE
0211-1,Pebuts,Appie,55-Cancri e,Gamma-0045-L,Kepler 186f,Normal,31,NO,8929.8,9.9,1356.3,0,0,TRUE
0211-2,Corsh,Appie,55-Cancri e,Gamma-0045-L,Kepler 186f,Cryostasis,13,NO,0,0,0,0,0,TRUE
0211-3,Picers,Date,55-Cancri e,Gamma-0045-L,Kepler 186f,Normal,18,NO,8395.2,0,3039.3,1801.8,0,FALSE
0212-1,Inen,Workmans,Earth,Zeta-0010-L,Kepler 186f,Normal,14,NO,1900.8,0,0,504.9,7316.1,FALSE
0212-2,Shally,Workmans,Earth,Gamma-0046-L,Kepler 186f,Normal,37,NO,1455.3,1861.2,0,99,3831.3,FALSE
0213-1,Carita,Navages,Earth,Gamma-0047-L,Kepler 186f,Normal,23,NO,3633.3,2781.9,0,0,1445.4,FALSE
0214-1,Gorabba,Pistage,Trapist 1e,Zeta-0013-R,Kepler 186f,Normal,47,NO,7098.3,5108.4,39.6,19.8,24146.1,*System Error*
0214-2,Genons,Pistage,Trapist 1e,Zeta-0013-R,Kepler 186f,Normal,43,NO,47143.8,198,0,39.6,405.9,*System Error*
0215-1,Jaimez,Waterson,Earth,Kappa-0035-L,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,*System Error*
0216-1,Searla,Garnes,Earth,Gamma-0041-R,Kepler 442b,Normal,22,NO,0,554.4,0,0,18988.2,FALSE
0217-1,Prilly,Shieldson,Earth,Gamma-0048-L,Kepler 186f,Normal,39,NO,15018.3,0,0,267.3,0,FALSE
0218-1,Jenne,Alshipson,Earth,Kappa-0036-L,Kepler 186f,Normal,21,NO,7335.9,118.8,9.9,0,0,*System Error*
0219-1,Nica,River,Earth,Kappa-0037-L,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,TRUE
0220-1,Tyle,Wilsoney,Earth,Kappa-0038-L,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,TRUE
0220-2,Wena,Wilsoney,Earth,Kappa-0038-L,Kepler 186f,Normal,,NO,0,0,0,0,0,TRUE
0220-3,Branca,Wilsoney,Earth,Kappa-0038-L,Kepler 186f,Cryostasis,15,NO,0,0,0,0,0,FALSE
0220-4,Dont,Wilsoney,Earth,Zeta-0011-L,Kepler 186f,Normal,26,NO,1207.8,831.6,0,0,0,FALSE
0220-5,Velyne,Wilsoney,Earth,Gamma-0049-L,Kepler 186f,Normal,17,NO,0,29.7,0,0,10880.1,FALSE
0220-6,Weney,Wilsoney,Earth,Kappa-0038-L,Kepler 442b,Normal,3,NO,0,0,0,0,0,FALSE
0220-7,Guye,Wilsoney,Earth,Kappa-0038-L,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,TRUE
0221-1,Cowhex,Blan,55-Cancri e,Zeta-0014-R,Kepler 442b,Normal,22,NO,22146.3,0,1178.1,0,0,FALSE
0221-2,Yogark,Reke,55-Cancri e,Zeta-0014-R,Kepler 186f,Normal,24,NO,12028.5,792,9.9,19.8,0,FALSE
0221-3,Jacks,Reke,55-Cancri e,Zeta-0014-R,Kepler 186f,Normal,35,NO,19136.7,118.8,1861.2,9.9,0,FALSE
0221-4,Eerch,Reke,55-Cancri e,Zeta-0014-R,Kepler 186f,Cryostasis,22,NO,0,0,0,0,0,TRUE
0221-5,Panbug,Reke,55-Cancri e,Zeta-0014-R,Kepler 186f,Normal,42,NO,12177,0,2979.9,425.7,10127.7,FALSE
0221-6,Gran,Reke,55-Cancri e,Zeta-0014-R,Kepler 186f,Normal,18,NO,9058.5,0,2187.9,2316.6,0,FALSE
0221-7,Rohs,Reke,55-Cancri e,Zeta-0014-R,Kepler 186f,Cryostasis,44,NO,0,0,0,0,0,FALSE
0222-1,Gone,Perte,55-Cancri e,Gamma-0042-R,Kepler 186f,Normal,21,NO,13919.4,0,0,108.9,0,FALSE
0222-2,Colf,Deva,55-Cancri e,Gamma-0042-R,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,TRUE
0222-3,Grake,Perte,55-Cancri e,Zeta-0015-R,Kepler 186f,Cryostasis,18,NO,0,0,0,0,0,TRUE
0223-1,Evan,Sykess,Earth,Kappa-0036-R,Kepler 186f,Normal,23,NO,0,19.8,6583.5,0,89.1,FALSE
0224-1,Blues,Queen,55-Cancri e,Gamma-0043-R,Kepler 186f,Normal,33,VIP,1791.9,0,49.5,16176.6,0,FALSE
0225-1,Carly,Hortis,Earth,Kappa-0039-L,Kepler 452b,Cryostasis,60,NO,0,0,0,0,0,TRUE
0226-1,Brakis,Matimple,Trapist 1e,Alfa-0008-R,Kepler 442b,Normal,27,NO,29.7,37946.7,80170.2,15156.9,0,*System Error*
0227-1,Kurta,Buckentry,Earth,,Kepler 186f,,23,NO,0,0,0,0,0,*System Error*
0228-1,Azhasim,Dompul,Trapist 1e,Delta-0005-R,Kepler 186f,Cryostasis,37,NO,0,0,0,0,0,*System Error*
0228-2,Zedark,Asharing,Trapist 1e,Delta-0005-R,Kepler 442b,Normal,41,,0,250202.7,0,128.7,16968.6,*System Error*
0228-3,Alurops,Dompul,Trapist 1e,Delta-0005-R,Kepler 442b,Cryostasis,44,NO,0,0,0,0,0,*System Error*
0228-4,Aviton,Dompul,Trapist 1e,Delta-0005-R,Kepler 186f,Normal,36,NO,0,14275.8,0,17948.7,63746.1,*System Error*
0229-1,Done,Sellahaney,Earth,Gamma-0044-R,Kepler 186f,Normal,25,NO,39.6,69.3,0,7058.7,782.1,FALSE
0230-1,Daisya,Burksson,Earth,Gamma-0050-L,Kepler 452b,Cryostasis,31,NO,0,0,0,0,0,*System Error*
0230-2,Ren,Burksson,Earth,Gamma-0050-L,Kepler 186f,Normal,21,NO,7781.4,0,0,0,0,*System Error*
0231-1,Krus,Nate,55-Cancri e,Gamma-0045-R,Kepler 186f,Normal,32,NO,841.5,0,9.9,17028,0,FALSE
0232-1,Nica,Bakerrison,Earth,Kappa-0037-R,Kepler 452b,Cryostasis,28,NO,0,0,0,0,0,FALSE
0233-1,Teda,Wist,55-Cancri e,Gamma-0046-R,Kepler 186f,Normal,33,NO,554.4,0,2534.4,14236.2,0,FALSE
0234-1,Keitha,Josey,Earth,Gamma-0051-L,Kepler 186f,Normal,44,NO,0,8791.2,0,0,0,FALSE
0235-1,Monard,Hickerson,Earth,Kappa-0041-L,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,*System Error*
0236-1,Poloos,Nutte,55-Cancri e,Gamma-0052-L,Kepler 186f,Cryostasis,38,NO,0,0,0,0,0,*System Error*
0237-1,Weias,Aginge,Trapist 1e,Delta-0012-L,Kepler 186f,Cryostasis,44,NO,0,0,0,0,0,TRUE
0238-1,Set,Chcak,55-Cancri e,Alfa-0008-L,Kepler 186f,Normal,41,NO,25304.4,0,217.8,0,0,*System Error*
0239-1,Diedow,Resty,55-Cancri e,,Kepler 186f,Normal,39,NO,6306.3,0,0,910.8,3158.1,FALSE
0240-1,Puffes,Crie,55-Cancri e,Gamma-0053-L,Kepler 186f,Cryostasis,37,NO,0,0,0,0,0,TRUE
0241-1,Altas,Dischod,Trapist 1e,Zeta-0012-L,Kepler 442b,,35,NO,0,12365.1,0,47638.8,11048.4,FALSE
0242-1,Almone,St??,,Gamma-0047-R,Kepler 186f,Normal,19,NO,3098.7,9.9,6840.9,2801.7,0,FALSE
0243-1,Lilace,Cartyernan,Earth,Kappa-0038-R,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,FALSE
0244-1,Froos,Sad,55-Cancri e,,Kepler 186f,Cryostasis,45,NO,0,0,0,0,0,TRUE
0244-2,Tous,Sad,55-Cancri e,Gamma-0048-R,Kepler 442b,Cryostasis,15,,0,0,0,0,0,TRUE
0245-1,Glueba,Repumparte,Trapist 1e,Epsilon-0007-L,Kepler 442b,Normal,48,NO,0,35352.9,0,0,69.3,TRUE
0245-2,Anchib,Repumparte,Trapist 1e,Epsilon-0007-L,Kepler 186f,Normal,35,NO,0,851.4,7880.4,5781.6,108028.8,FALSE
0246-1,Mele,Sesa,55-Cancri e,Alfa-0009-L,Kepler 186f,Normal,22,NO,29175.3,0,2841.3,267.3,0,FALSE
0247-1,Rasaleh,Gulcepusy,Trapist 1e,Alfa-0010-L,Kepler 442b,Cryostasis,24,NO,0,0,0,0,0,*System Error*
0247-2,Bath,Gulcepusy,Trapist 1e,Alfa-0010-L,Kepler 442b,Cryostasis,20,NO,0,0,0,0,0,*System Error*
0248-1,Genifi,Spanxibus,Trapist 1e,Epsilon-0011-R,Kepler 186f,Normal,35,NO,0,9.9,0,85338,10523.7,FALSE
0249-1,Luise,Prickmantes,Earth,Kappa-0042-L,Kepler 186f,Normal,51,NO,0,0,772.2,7434.9,772.2,*System Error*
0250-1,Camily,Kramosley,Earth,Kappa-0039-R,Kepler 452b,Cryostasis,48,NO,0,0,0,0,0,FALSE
0251-1,Diphah,Amsive,,Epsilon-0012-R,Kepler 442b,Cryostasis,55,NO,0,0,0,0,0,TRUE
0252-1,Leenny,Byerry,Earth,Gamma-0054-L,Kepler 186f,Normal,31,NO,3316.5,6880.5,5355.9,0,0,FALSE
0253-1,Dawne,Cardner,Earth,Kappa-0043-L,Kepler 186f,Normal,31,NO,2692.8,6088.5,0,0,9.9,FALSE
0254-1,Race,Stenson,Earth,Gamma-0055-L,Kepler 186f,Normal,22,NO,6949.8,1702.8,4039.2,19.8,59.4,TRUE
0255-1,Ashir,Mingious,Trapist 1e,Beta-0004-R,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,TRUE
0256-1,Kerryn,Bensley,Earth,Gamma-0049-R,Kepler 452b,Normal,42,NO,0,0,7207.2,0,0,*System Error*
0257-1,Errohs,Berte,55-Cancri e,Gamma-0050-R,Kepler 442b,Normal,22,NO,16473.6,0,0,0,0,FALSE
0257-2,Squars,Berte,55-Cancri e,Gamma-0050-R,Kepler 186f,Cryostasis,62,NO,0,0,0,0,0,TRUE
0258-1,Feryla,Cooperkins,Earth,Gamma-0051-R,Kepler 186f,Normal,24,NO,0,0,3098.7,2960.1,910.8,FALSE
0259-1,Fow,Floaf,55-Cancri e,Gamma-0056-L,Kepler 442b,Normal,20,NO,9.9,0,28106.1,841.5,0,*System Error*
0260-1,Segino,Inderly,Trapist 1e,Zeta-0017-R,Kepler 186f,Normal,27,NO,0,47619,0,9711.9,20334.6,FALSE
0261-1,Dord,Bookerson,Earth,Gamma-0057-L,Kepler 186f,Normal,28,NO,653.4,287.1,0,0,7949.7,FALSE
0262-1,,,Earth,Kappa-0040-R,Kepler 186f,Normal,22,NO,1841.4,0,0,5959.8,990,*System Error*
0263-1,Maen,Merkins,Earth,Kappa-0044-L,Kepler 186f,Cryostasis,30,NO,0,0,0,0,0,TRUE
0264-1,Hasim,Anindery,Trapist 1e,Delta-0006-R,Kepler 442b,Cryostasis,21,NO,0,0,0,0,0,*System Error*
0264-2,Okulus,Anindery,Trapist 1e,Delta-0006-R,Kepler 186f,Cryostasis,39,NO,0,0,0,0,0,*System Error*
0264-3,Deneba,Anindery,Trapist 1e,Delta-0006-R,Kepler 442b,Normal,34,NO,13266,0,0,84318.3,12434.4,*System Error*
0265-1,Etair,Herpumble,Trapist 1e,Alfa-0009-R,Kepler 186f,Cryostasis,41,NO,0,0,0,0,0,TRUE
0266-1,Chtios,Muff,55-Cancri e,Zeta-0013-L,Kepler 186f,Normal,46,NO,6890.4,0,4573.8,455.4,930.6,*System Error*
0266-2,Panzel,Muff,55-Cancri e,Gamma-0058-L,Kepler 186f,Normal,20,NO,15265.8,0,1366.2,0,0,*System Error*
0267-1,Lilace,Sancockett,Earth,Gamma-0052-R,Kepler 186f,Normal,15,NO,1168.2,0,0,7464.6,9.9,FALSE
0268-1,Hony,Nutca,55-Cancri e,Gamma-0059-L,Kepler 186f,Normal,50,NO,1069.2,0,405.9,15444,0,*System Error*
0268-2,Libers,Nutca,55-Cancri e,Zeta-0014-L,Kepler 442b,Normal,25,NO,31541.4,0,0,19.8,0,*System Error*
0269-1,Lerome,Polliamposs,Earth,Gamma-0053-R,Kepler 442b,Normal,48,NO,0,2286.9,5860.8,0,0,TRUE
0270-1,Cathya,Fryersonis,Earth,Gamma-0060-L,Kepler 186f,Normal,64,NO,0,247.5,1267.2,0,12276,FALSE
0271-1,Jilly,Alfordonard,Earth,Kappa-0045-L,Kepler 186f,Normal,32,NO,405.9,3306.6,9.9,613.8,4791.6,*System Error*
0272-1,Gramus,Graie,55-Cancri e,Alfa-0011-L,Kepler 186f,Normal,56,NO,10434.6,0,19.8,0,9.9,*System Error*
0273-1,Wales,Ste,55-Cancri e,Gamma-0061-L,Kepler 186f,Normal,62,NO,594,0,69517.8,0,0,*System Error*
0273-2,Triesh,Ste,55-Cancri e,Gamma-0061-L,Kepler 186f,Cryostasis,22,NO,0,0,0,0,0,*System Error*
0273-3,Apench,Ste,55-Cancri e,Zeta-0015-L,Kepler 186f,Normal,36,NO,2979.9,0,782.1,9098.1,0,*System Error*
0274-1,Felios,Melto,55-Cancri e,Zeta-0018-R,,Normal,15,NO,1217.7,0,0,19166.4,217.8,*System Error*
0274-2,Bats,Melto,55-Cancri e,Zeta-0018-R,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,*System Error*
0275-1,Terf,Obnoble,Trapist 1e,Alfa-0010-R,Kepler 442b,Cryostasis,2,NO,0,0,0,0,0,TRUE
0276-1,Okula,Pabler,Trapist 1e,Delta-0007-R,Kepler 442b,Normal,21,NO,0,851.4,0,3643.2,40144.5,*System Error*
0276-2,Zedark,Pabler,Trapist 1e,Delta-0007-R,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,*System Error*
0277-1,Byront,Mcdanield,Earth,Gamma-0062-L,Kepler 442b,Normal,52,NO,435.6,23661,0,524.7,0,TRUE
0278-1,Judya,Beachez,Earth,,Kepler 186f,Normal,36,NO,0,0,0,8791.2,0,FALSE
0278-2,Marice,Beachez,Earth,Kappa-0046-L,Kepler 186f,Normal,47,NO,0,960.3,0,138.6,3296.7,FALSE
0279-1,Arllia,Conleydenan,Earth,Gamma-0063-L,Kepler 442b,Normal,43,NO,970.2,99,0,6068.7,0,*System Error*
0280-1,Andyn,Mcfaddoxter,Earth,Gamma-0054-R,Kepler 186f,Normal,19,NO,2098.8,6712.2,118.8,0,0,*System Error*
0281-1,Derine,Pierry,Earth,Gamma-0064-L,Kepler 186f,Normal,20,NO,0,0,20572.2,0,0,TRUE
0282-1,Valex,Baketton,Earth,Gamma-0055-R,Kepler 186f,Normal,23,NO,0,9088.2,0,0,0,TRUE
0283-1,Jacky,Santin,Earth,Kappa-0047-L,Kepler 452b,Cryostasis,31,NO,0,0,0,0,0,TRUE
0283-2,Roydo,Santin,Earth,Gamma-0065-L,Kepler 186f,Normal,24,NO,1445.4,6474.6,9.9,0,19.8,TRUE
0284-1,Cers,Datie,55-Cancri e,Zeta-0016-L,Kepler 186f,Normal,51,NO,0,0,12860.1,0,0,*System Error*
0285-1,Krabik,Invebodene,Trapist 1e,Zeta-0017-L,Kepler 186f,Cryostasis,15,NO,0,0,0,0,0,TRUE
0285-2,Grasath,Invebodene,Trapist 1e,Zeta-0017-L,Kepler 442b,Cryostasis,43,NO,0,0,0,0,0,TRUE
0286-1,Carita,Jimes,Earth,Gamma-0066-L,Kepler 442b,Normal,59,NO,29.7,12681.9,287.1,1603.8,128.7,FALSE
0287-1,Tetra,Bootty,Trapist 1e,,Kepler 442b,Cryostasis,41,NO,0,0,0,0,0,TRUE
0287-2,Alfonso,Bootty,Trapist 1e,Delta-0013-L,Kepler 186f,Normal,29,NO,0,5811.3,316.8,59.4,14454,FALSE
0288-1,Gory,Delez,Earth,Gamma-0056-R,Kepler 442b,Normal,20,NO,0,0,0,0,8197.2,FALSE
0289-1,Furuson,Objeciane,Trapist 1e,Epsilon-0013-R,Kepler 442b,Cryostasis,20,NO,0,0,0,0,0,TRUE
0290-1,Skaton,Excialing,Trapist 1e,Delta-0008-R,Kepler 442b,Normal,27,NO,0,44134.2,0,11454.3,2593.8,TRUE
0290-2,Algor,Excialing,Trapist 1e,Delta-0008-R,Kepler 186f,Cryostasis,19,NO,0,0,0,0,0,TRUE
0290-3,Dhenar,Excialing,Trapist 1e,Delta-0008-R,Kepler 186f,,44,NO,0,0,0,0,0,TRUE
0290-4,Atino,Excialing,Trapist 1e,Delta-0008-R,Kepler 442b,Normal,11,NO,0,0,0,0,0,TRUE
0291-1,Castab,Brakeril,Trapist 1e,Alfa-0011-R,Kepler 186f,Normal,41,NO,0,64350,871.2,10791,0,TRUE
0292-1,Jillie,Chardsonnon,Earth,Gamma-0057-R,Kepler 186f,Normal,28,NO,0,0,0,10682.1,2781.9,*System Error*
0293-1,Tauxon,Suptibler,Trapist 1e,,Kepler 186f,Cryostasis,48,NO,0,0,0,0,0,*System Error*
0294-1,Phonons,Roforhauge,Trapist 1e,Delta-0009-R,Kepler 186f,Cryostasis,52,NO,0,0,0,0,0,TRUE
0295-1,Guyl,Hardley,Earth,Gamma-0067-L,Kepler 452b,Normal,36,NO,0,6207.3,0,435.6,0,*System Error*
0296-1,Kohs,Cort,55-Cancri e,Gamma-0058-R,Kepler 442b,Normal,59,NO,722.7,0,4177.8,9682.2,0,*System Error*
0297-1,Ernice,Gardonadox,Earth,Kappa-0048-L,Kepler 186f,Normal,26,NO,891,19.8,13107.6,168.3,0,TRUE
